Transaction_ID,Customer_ID_internal,Account_Type_internal,Total_Balance_internal,Transaction_Amount_internal,Investment_Amount_internal,Investment_Type_internal,Transaction_Date_internal,Customer_ID_external,Account_Type_external,Total_Balance_external,Transaction_Amount_external,Investment_Amount_external,Investment_Type_external,Transaction_Date_external,status,amount_difference,date_difference_days,record_location
300154,200942,Savings,99993,553.0,1938,Recurring Deposit,2023-05-09,200942,Savings,99993.0,553.0,1938.0,Recurring Deposit,2023-05-09,MATCH,0.0,0.0,both
300155,202290,Current,8955,2783.0,34108,Mutual Fund,2024-12-10,202290,Current,8955.0,2783.0,34108.0,Mutual Fund,2024-12-10,MATCH,0.0,0.0,both
300156,200903,Business,64612,1268.0,38242,Mutual Fund,2023-08-31,200903,Business,64612.0,1268.0,38242.0,Mutual Fund,2023-08-31,MATCH,0.0,0.0,both
300157,205452,Savings,22972,4538.0,11023,Mutual Fund,2022-09-10,205452,Savings,22972.0,4538.0,11023.0,Mutual Fund,2022-09-10,MATCH,0.0,0.0,both
300158,202659,Current,6267,803.0,8556,Recurring Deposit,2023-06-19,202659,Current,6267.0,803.0,8556.0,Recurring Deposit,2023-06-19,MATCH,0.0,0.0,both
300159,201131,Business,91885,2758.0,30920,Mutual Fund,2024-01-25,201131,Business,91885.0,2758.0,30920.0,Mutual Fund,2024-01-25,MATCH,0.0,0.0,both
300160,202368,Business,96916,731.0,16938,Fixed Deposit,2022-11-21,202368,Business,96916.0,731.0,16938.0,Fixed Deposit,2022-11-21,MATCH,0.0,0.0,both
300161,206948,Current,48385,2048.0,46372,Recurring Deposit,2024-02-23,206948,Current,48385.0,2048.0,46372.0,Recurring Deposit,2024-02-23,MATCH,0.0,0.0,both
300162,203544,Current,25726,3434.0,5608,Fixed Deposit,2022-03-26,203544,Current,25726.0,3434.0,5608.0,Fixed Deposit,2022-03-26,MATCH,0.0,0.0,both
300163,208658,Savings,63852,482.0,17190,Mutual Fund,2023-05-04,208658,Savings,63852.0,482.0,17190.0,Mutual Fund,2023-05-04,MATCH,0.0,0.0,both
300164,204057,Current,30592,580.76,7473,Fixed Deposit,2024-05-06,204057,Current,30592.0,580.76,7473.0,Fixed Deposit,2024-05-06,MATCH,0.0,0.0,both
300165,204850,Business,95211,2537.0,45303,Fixed Deposit,2022-12-23,204850,Business,95211.0,2537.0,45303.0,Fixed Deposit,2022-12-23,MATCH,0.0,0.0,both
300166,204034,Current,60226,2119.0,11219,Fixed Deposit,2024-05-17,204034,Current,60226.0,2119.0,11219.0,Fixed Deposit,2024-05-17,MATCH,0.0,0.0,both
300167,201135,Savings,62321,2830.0,5123,Recurring Deposit,2022-09-02,201135,Savings,62321.0,2830.0,5123.0,Recurring Deposit,2022-09-02,MATCH,0.0,0.0,both
300168,209670,Savings,53385,1054.0,39746,Mutual Fund,2024-11-16,209670,Savings,53385.0,1054.0,39746.0,Mutual Fund,2024-11-16,MATCH,0.0,0.0,both
300169,204383,Savings,59970,1996.0,39453,Recurring Deposit,2023-06-27,204383,Savings,59970.0,1996.0,39453.0,Recurring Deposit,2023-06-27,MATCH,0.0,0.0,both
300170,205572,Savings,27041,3360.0,7774,Mutual Fund,2024-12-07,205572,Savings,27041.0,3360.0,7774.0,Mutual Fund,2024-12-07,MATCH,0.0,0.0,both
300171,208532,Savings,70747,1269.0,5490,Recurring Deposit,2024-05-17,208532,Savings,70747.0,1269.0,5490.0,Recurring Deposit,2024-05-17,MATCH,0.0,0.0,both
300172,200659,Savings,6986,2289.0,14012,Fixed Deposit,2024-10-22,200659,Savings,6986.0,2289.0,14012.0,Fixed Deposit,2024-10-22,MATCH,0.0,0.0,both
300173,200185,Current,28635,2040.0,9484,Fixed Deposit,2023-01-23,200185,Current,28635.0,2040.0,9484.0,Fixed Deposit,2023-01-23,MATCH,0.0,0.0,both
300174,202076,Savings,44194,3082.0,32141,Recurring Deposit,2022-11-13,202076,Savings,44194.0,3082.0,32141.0,Recurring Deposit,2022-11-13,MATCH,0.0,0.0,both
300175,201431,Current,88419,4101.0,43232,Fixed Deposit,2023-10-22,201431,Current,88419.0,4101.0,43232.0,Fixed Deposit,2023-10-22,MATCH,0.0,0.0,both
300176,200746,Current,87048,1282.0,45449,Fixed Deposit,2022-11-26,200746,Current,87048.0,1282.0,45449.0,Fixed Deposit,2022-11-26,MATCH,0.0,0.0,both
300177,203834,Business,24356,180.0,41597,Mutual Fund,2024-07-05,203834,Business,24356.0,180.0,41597.0,Mutual Fund,2024-07-05,MATCH,0.0,0.0,both
300178,208724,Current,6084,1258.0,1969,Mutual Fund,2024-06-21,208724,Current,6084.0,1258.0,1969.0,Mutual Fund,2024-06-21,MATCH,0.0,0.0,both
300179,207056,Current,11096,1194.0,43934,Recurring Deposit,2022-03-21,207056,Current,11096.0,1194.0,43934.0,Recurring Deposit,2022-03-21,MATCH,0.0,0.0,both
300180,207259,Current,57100,3812.0,45675,Mutual Fund,2024-10-06,207259,Current,57100.0,3812.0,45675.0,Mutual Fund,2024-10-06,MATCH,0.0,0.0,both
300181,202975,Savings,68596,2489.0,35436,Recurring Deposit,2023-08-06,202975,Savings,68596.0,2489.0,35436.0,Recurring Deposit,2023-08-06,MATCH,0.0,0.0,both
300182,206315,Current,64388,3258.0,29118,Recurring Deposit,2024-04-18,206315,Current,64388.0,3258.0,29118.0,Recurring Deposit,2024-04-18,MATCH,0.0,0.0,both
300183,204209,Business,8463,191.0,19686,Mutual Fund,2022-04-20,204209,Business,8463.0,191.0,19686.0,Mutual Fund,2022-04-20,MATCH,0.0,0.0,both
300184,209313,Current,20709,290.0,4279,Recurring Deposit,2022-09-10,209313,Current,20709.0,290.0,4279.0,Recurring Deposit,2022-09-10,MATCH,0.0,0.0,both
300185,207422,Savings,19445,1355.0,18591,Fixed Deposit,2023-10-05,207422,Savings,19445.0,1355.0,18591.0,Fixed Deposit,2023-10-05,MATCH,0.0,0.0,both
300186,203093,Current,94447,3729.0,9594,Fixed Deposit,2023-07-11,203093,Current,94447.0,3729.0,9594.0,Fixed Deposit,2023-07-11,MATCH,0.0,0.0,both
300187,209336,Savings,25735,4764.0,34806,Fixed Deposit,2023-03-27,209336,Savings,25735.0,4764.0,34806.0,Fixed Deposit,2023-03-27,MATCH,0.0,0.0,both
300188,208402,Savings,18290,2478.29,19738,Recurring Deposit,2022-06-18,208402,Savings,18290.0,2478.29,19738.0,Recurring Deposit,2022-06-18,MATCH,0.0,0.0,both
300189,203773,Savings,85706,3885.0,6272,Mutual Fund,2023-03-30,203773,Savings,85706.0,3885.0,6272.0,Mutual Fund,2023-03-30,MATCH,0.0,0.0,both
300190,202863,Current,33068,1104.0,46259,Recurring Deposit,2024-08-18,202863,Current,33068.0,1104.0,46259.0,Recurring Deposit,2024-08-18,MATCH,0.0,0.0,both
300191,207815,Current,47769,563.0,26568,Fixed Deposit,2022-07-21,207815,Current,47769.0,563.0,26568.0,Fixed Deposit,2022-07-21,MATCH,0.0,0.0,both
300192,202433,Current,60044,1648.0,45393,Fixed Deposit,2022-08-01,202433,Current,60044.0,1648.0,45393.0,Fixed Deposit,2022-08-01,MATCH,0.0,0.0,both
300193,207451,Business,98324,1618.0,16431,Fixed Deposit,2024-04-13,207451,Business,98324.0,1618.0,16431.0,Fixed Deposit,2024-04-13,MATCH,0.0,0.0,both
300194,201923,Business,81324,1729.0,25244,Mutual Fund,2022-07-06,201923,Business,81324.0,1729.0,25244.0,Mutual Fund,2022-07-06,MATCH,0.0,0.0,both
300195,200640,Savings,32553,3133.0,29738,Fixed Deposit,2024-06-25,200640,Savings,32553.0,3133.0,29738.0,Fixed Deposit,2024-06-25,MATCH,0.0,0.0,both
300196,209806,Business,28289,1265.0,4243,Recurring Deposit,2022-10-02,209806,Business,28289.0,1265.0,4243.0,Recurring Deposit,2022-10-02,MATCH,0.0,0.0,both
300197,201484,Current,5428,4488.0,1805,Fixed Deposit,2022-10-06,201484,Current,5428.0,4488.0,1805.0,Fixed Deposit,2022-10-06,MATCH,0.0,0.0,both
300198,205854,Current,32611,447.93,30372,Mutual Fund,2025-01-08,205854,Current,32611.0,447.93,30372.0,Mutual Fund,2025-01-08,MATCH,0.0,0.0,both
300199,203792,Current,68109,549.0,30252,Recurring Deposit,2024-03-28,203792,Current,68109.0,549.0,30252.0,Recurring Deposit,2024-03-28,MATCH,0.0,0.0,both
300200,201925,Business,77784,805.0,21582,Fixed Deposit,2024-07-22,201925,Business,77784.0,805.0,21582.0,Fixed Deposit,2024-07-22,MATCH,0.0,0.0,both
300201,201331,Savings,76879,4868.0,9942,Mutual Fund,2022-12-02,201331,Savings,76879.0,4868.0,9942.0,Mutual Fund,2022-12-02,MATCH,0.0,0.0,both
300202,205452,Business,37018,3045.0,12295,Mutual Fund,2023-05-06,205452,Business,37018.0,3045.0,12295.0,Mutual Fund,2023-05-06,MATCH,0.0,0.0,both
300203,206333,Savings,95606,3141.0,21219,Fixed Deposit,2024-06-17,206333,Savings,95606.0,3141.0,21219.0,Fixed Deposit,2024-06-17,MATCH,0.0,0.0,both
300204,207157,Current,22088,3427.0,37378,Mutual Fund,2024-10-18,207157,Current,22088.0,3427.0,37378.0,Mutual Fund,2024-10-18,MATCH,0.0,0.0,both
300205,202140,Savings,3077,1630.0,2492,Fixed Deposit,2024-01-07,202140,Savings,3077.0,1630.0,2492.0,Fixed Deposit,2024-01-07,MATCH,0.0,0.0,both
300206,207575,Business,47239,2320.0,8457,Recurring Deposit,2023-02-13,207575,Business,47239.0,2320.0,8457.0,Recurring Deposit,2023-02-13,MATCH,0.0,0.0,both
300207,201643,Business,71065,3351.0,39209,Recurring Deposit,2024-07-05,201643,Business,71065.0,3351.0,39209.0,Recurring Deposit,2024-07-05,MATCH,0.0,0.0,both
300208,206859,Business,83950,3001.0,14428,Mutual Fund,2025-02-24,206859,Business,83950.0,3001.0,14428.0,Mutual Fund,2025-02-24,MATCH,0.0,0.0,both
300209,205097,Current,19214,4834.0,26396,Recurring Deposit,2023-01-27,205097,Current,19214.0,4834.0,26396.0,Recurring Deposit,2023-01-27,MATCH,0.0,0.0,both
300210,205902,Current,72100,3858.0,44678,Fixed Deposit,2023-07-18,205902,Current,72100.0,3858.0,44678.0,Fixed Deposit,2023-07-18,MATCH,0.0,0.0,both
300211,208190,Business,50935,4842.0,21279,Recurring Deposit,2023-11-30,208190,Business,50935.0,4842.0,21279.0,Recurring Deposit,2023-11-30,MATCH,0.0,0.0,both
300212,203710,Current,91826,1264.0,26161,Recurring Deposit,2025-01-27,203710,Current,91826.0,1264.0,26161.0,Recurring Deposit,2025-01-27,MATCH,0.0,0.0,both
300213,209987,Business,71564,4054.0,30080,Fixed Deposit,2024-12-24,209987,Business,71564.0,4054.0,30080.0,Fixed Deposit,2024-12-24,MATCH,0.0,0.0,both
300214,209869,Savings,24860,2815.0,36541,Fixed Deposit,2023-10-22,209869,Savings,24860.0,2815.0,36541.0,Fixed Deposit,2023-10-22,MATCH,0.0,0.0,both
300215,202752,Savings,9781,4624.0,49690,Mutual Fund,2024-01-30,202752,Savings,9781.0,4624.0,49690.0,Mutual Fund,2024-01-30,MATCH,0.0,0.0,both
300216,209595,Current,85630,3867.0,26524,Fixed Deposit,2024-06-02,209595,Current,85630.0,3867.0,26524.0,Fixed Deposit,2024-06-02,MATCH,0.0,0.0,both
300217,206193,Current,22881,3647.0,25400,Fixed Deposit,2024-02-20,206193,Current,22881.0,3647.0,25400.0,Fixed Deposit,2024-02-20,MATCH,0.0,0.0,both
300218,208430,Current,74914,4706.0,4541,Recurring Deposit,2022-09-24,208430,Current,74914.0,4706.0,4541.0,Recurring Deposit,2022-09-24,MATCH,0.0,0.0,both
300219,207402,Current,10243,4070.0,24506,Fixed Deposit,2023-04-10,207402,Current,10243.0,4070.0,24506.0,Fixed Deposit,2023-04-10,MATCH,0.0,0.0,both
300220,200318,Savings,50641,377.0,35492,Fixed Deposit,2023-03-05,200318,Savings,50641.0,377.0,35492.0,Fixed Deposit,2023-03-05,MATCH,0.0,0.0,both
300221,208753,Business,44972,4705.0,15242,Recurring Deposit,2022-06-28,208753,Business,44972.0,4705.0,15242.0,Recurring Deposit,2022-06-28,MATCH,0.0,0.0,both
300222,205212,Business,76095,3384.0,37075,Mutual Fund,2023-08-28,205212,Business,76095.0,3384.0,37075.0,Mutual Fund,2023-08-28,MATCH,0.0,0.0,both
300223,203413,Current,71322,4680.0,1594,Fixed Deposit,2022-04-22,203413,Current,71322.0,4680.0,1594.0,Fixed Deposit,2022-04-22,MATCH,0.0,0.0,both
300224,206385,Business,84665,4475.0,45826,Recurring Deposit,2024-09-19,206385,Business,84665.0,4475.0,45826.0,Recurring Deposit,2024-09-19,MATCH,0.0,0.0,both
300225,202659,Current,66017,3993.0,13426,Mutual Fund,2024-07-28,202659,Current,66017.0,3993.0,13426.0,Mutual Fund,2024-07-28,MATCH,0.0,0.0,both
300226,201507,Business,28843,1012.0,40145,Mutual Fund,2023-03-13,201507,Business,28843.0,1012.0,40145.0,Mutual Fund,2023-03-13,MATCH,0.0,0.0,both
300227,207089,Current,95422,3869.0,22019,Mutual Fund,2024-09-20,207089,Current,95422.0,3869.0,22019.0,Mutual Fund,2024-09-20,MATCH,0.0,0.0,both
300228,204961,Current,74416,3504.0,46858,Mutual Fund,2023-02-26,204961,Current,74416.0,3504.0,46858.0,Mutual Fund,2023-02-26,MATCH,0.0,0.0,both
300229,202020,Business,7258,290.0,49401,Recurring Deposit,2022-04-01,202020,Business,7258.0,290.0,49401.0,Recurring Deposit,2022-04-01,MATCH,0.0,0.0,both
300230,200154,Current,5898,1487.0,25708,Mutual Fund,2022-07-09,200154,Current,5898.0,1487.0,25708.0,Mutual Fund,2022-07-09,MATCH,0.0,0.0,both
300231,208733,Business,92274,1494.0,49517,Recurring Deposit,2024-11-25,208733,Business,92274.0,1494.0,49517.0,Recurring Deposit,2024-11-25,MATCH,0.0,0.0,both
300232,207378,Savings,47608,3595.0,33597,Mutual Fund,2022-06-20,207378,Savings,47608.0,3595.0,33597.0,Mutual Fund,2022-06-20,MATCH,0.0,0.0,both
300233,207892,Current,26169,3246.0,32389,Recurring Deposit,2023-03-11,207892,Current,26169.0,3246.0,32389.0,Recurring Deposit,2023-03-11,MATCH,0.0,0.0,both
300234,201604,Current,36353,2695.24,44345,Mutual Fund,2022-07-03,201604,Current,36353.0,2695.24,44345.0,Mutual Fund,2022-07-03,MATCH,0.0,0.0,both
300235,209876,Savings,91621,447.0,43476,Recurring Deposit,2022-05-08,209876,Savings,91621.0,447.0,43476.0,Recurring Deposit,2022-05-08,MATCH,0.0,0.0,both
300236,202536,Current,20952,3801.0,47912,Fixed Deposit,2023-08-16,202536,Current,20952.0,3801.0,47912.0,Fixed Deposit,2023-08-16,MATCH,0.0,0.0,both
300237,209471,Savings,70145,4658.0,2385,Fixed Deposit,2022-07-09,209471,Savings,70145.0,4658.0,2385.0,Fixed Deposit,2022-07-09,MATCH,0.0,0.0,both
300238,202899,Business,66848,1893.8,16535,Recurring Deposit,2024-05-27,202899,Business,66848.0,1893.8,16535.0,Recurring Deposit,2024-05-27,MATCH,0.0,0.0,both
300239,205861,Savings,53343,939.0,46679,Mutual Fund,2023-03-25,205861,Savings,53343.0,939.0,46679.0,Mutual Fund,2023-03-25,MATCH,0.0,0.0,both
300240,205278,Business,78021,4905.0,25144,Fixed Deposit,2023-05-27,205278,Business,78021.0,4905.0,25144.0,Fixed Deposit,2023-05-27,MATCH,0.0,0.0,both
300241,200868,Savings,86582,3139.0,32943,Fixed Deposit,2025-01-23,200868,Savings,86582.0,3139.0,32943.0,Fixed Deposit,2025-01-23,MATCH,0.0,0.0,both
300242,203013,Savings,99286,534.0,9465,Recurring Deposit,2024-04-13,203013,Savings,99286.0,534.0,9465.0,Recurring Deposit,2024-04-13,MATCH,0.0,0.0,both
300243,203310,Savings,8208,1087.0,49288,Recurring Deposit,2023-02-16,203310,Savings,8208.0,1087.0,49288.0,Recurring Deposit,2023-02-16,MATCH,0.0,0.0,both
300244,200682,Current,47747,2013.0,47685,Recurring Deposit,2024-07-05,200682,Current,47747.0,2013.0,47685.0,Recurring Deposit,2024-07-05,MATCH,0.0,0.0,both
300245,201461,Current,23516,3425.0,38384,Recurring Deposit,2022-10-12,201461,Current,23516.0,3425.0,38384.0,Recurring Deposit,2022-10-12,MATCH,0.0,0.0,both
300246,203829,Current,96634,3108.0,19099,Recurring Deposit,2024-08-24,203829,Current,96634.0,3108.0,19099.0,Recurring Deposit,2024-08-24,MATCH,0.0,0.0,both
300247,200145,Current,60392,385.0,4082,Fixed Deposit,2024-09-01,200145,Current,60392.0,385.0,4082.0,Fixed Deposit,2024-09-01,MATCH,0.0,0.0,both
300248,201974,Business,29705,4139.0,20907,Recurring Deposit,2024-03-24,201974,Business,29705.0,4139.0,20907.0,Recurring Deposit,2024-03-24,MATCH,0.0,0.0,both
300249,205627,Savings,14157,1675.0,25065,Mutual Fund,2023-04-02,205627,Savings,14157.0,1675.0,25065.0,Mutual Fund,2023-04-02,MATCH,0.0,0.0,both
300250,201820,Business,65855,728.0,28418,Recurring Deposit,2024-03-24,201820,Business,65855.0,728.0,28418.0,Recurring Deposit,2024-03-24,MATCH,0.0,0.0,both
300251,206267,Savings,93584,3697.0,8569,Mutual Fund,2023-12-13,206267,Savings,93584.0,3697.0,8569.0,Mutual Fund,2023-12-13,MATCH,0.0,0.0,both
300252,207868,Savings,90943,4751.0,3404,Fixed Deposit,2023-01-10,207868,Savings,90943.0,4751.0,3404.0,Fixed Deposit,2023-01-10,MATCH,0.0,0.0,both
300253,206962,Business,47846,4927.0,11913,Fixed Deposit,2022-08-14,206962,Business,47846.0,4927.0,11913.0,Fixed Deposit,2022-08-14,MATCH,0.0,0.0,both
300254,206475,Savings,18993,4869.0,17821,Recurring Deposit,2022-08-18,206475,Savings,18993.0,4869.0,17821.0,Recurring Deposit,2022-08-18,MATCH,0.0,0.0,both
300255,208796,Current,38379,266.0,42994,Fixed Deposit,2025-01-07,208796,Current,38379.0,266.0,42994.0,Fixed Deposit,2025-01-07,MATCH,0.0,0.0,both
300256,206332,Current,14332,2791.0,40158,Fixed Deposit,2024-01-19,206332,Current,14332.0,2791.0,40158.0,Fixed Deposit,2024-01-19,MATCH,0.0,0.0,both
300257,201606,Business,14119,1534.0,2473,Mutual Fund,2023-09-22,201606,Business,14119.0,1534.0,2473.0,Mutual Fund,2023-09-22,MATCH,0.0,0.0,both
300258,204239,Business,97409,4493.0,46342,Fixed Deposit,2024-01-08,204239,Business,97409.0,4493.0,46342.0,Fixed Deposit,2024-01-08,MATCH,0.0,0.0,both
300259,201547,Business,16205,3310.0,42899,Recurring Deposit,2023-12-19,201547,Business,16205.0,3310.0,42899.0,Recurring Deposit,2023-12-19,MATCH,0.0,0.0,both
300260,206973,Current,44251,3033.0,29727,Fixed Deposit,2024-03-15,206973,Current,44251.0,3033.0,29727.0,Fixed Deposit,2024-03-15,MATCH,0.0,0.0,both
300261,202772,Savings,72630,3477.0,1344,Fixed Deposit,2022-06-13,202772,Savings,72630.0,3477.0,1344.0,Fixed Deposit,2022-06-13,MATCH,0.0,0.0,both
300262,201987,Business,96127,664.0,8401,Mutual Fund,2025-01-30,201987,Business,96127.0,664.0,8401.0,Mutual Fund,2025-01-30,MATCH,0.0,0.0,both
300263,209577,Savings,76273,2308.94,1146,Mutual Fund,2024-12-30,209577,Savings,76273.0,2308.94,1146.0,Mutual Fund,2024-12-30,MATCH,0.0,0.0,both
300264,202896,Savings,59978,1450.0,44295,Recurring Deposit,2024-12-18,202896,Savings,59978.0,1450.0,44295.0,Recurring Deposit,2024-12-18,MATCH,0.0,0.0,both
300265,206975,Business,16824,689.0,30091,Fixed Deposit,2022-08-20,206975,Business,16824.0,689.0,30091.0,Fixed Deposit,2022-08-20,MATCH,0.0,0.0,both
300266,208174,Business,9223,3040.0,22062,Fixed Deposit,2022-06-23,208174,Business,9223.0,3040.0,22062.0,Fixed Deposit,2022-06-23,MATCH,0.0,0.0,both
300267,209137,Current,3632,2992.0,37493,Mutual Fund,2023-12-06,209137,Current,3632.0,2992.0,37493.0,Mutual Fund,2023-12-06,MATCH,0.0,0.0,both
300268,209497,Business,52614,553.0,32404,Fixed Deposit,2023-08-30,209497,Business,52614.0,553.0,32404.0,Fixed Deposit,2023-08-30,MATCH,0.0,0.0,both
300269,206582,Current,7376,3806.0,25832,Mutual Fund,2022-09-06,206582,Current,7376.0,3806.0,25832.0,Mutual Fund,2022-09-06,MATCH,0.0,0.0,both
300270,208350,Current,24042,3692.0,12443,Recurring Deposit,2023-04-11,208350,Current,24042.0,3692.0,12443.0,Recurring Deposit,2023-04-11,MATCH,0.0,0.0,both
300271,206013,Savings,33871,2337.0,24713,Mutual Fund,2023-01-12,206013,Savings,33871.0,2337.0,24713.0,Mutual Fund,2023-01-12,MATCH,0.0,0.0,both
300272,201350,Current,7178,1094.0,41847,Recurring Deposit,2023-01-10,201350,Current,7178.0,1094.0,41847.0,Recurring Deposit,2023-01-10,MATCH,0.0,0.0,both
300273,207684,Savings,99930,982.0,4934,Fixed Deposit,2024-07-01,207684,Savings,99930.0,982.0,4934.0,Fixed Deposit,2024-07-01,MATCH,0.0,0.0,both
300274,207057,Current,40221,659.0,45673,Fixed Deposit,2024-02-15,207057,Current,40221.0,659.0,45673.0,Fixed Deposit,2024-02-15,MATCH,0.0,0.0,both
300275,209846,Business,97972,4541.0,19621,Mutual Fund,2022-10-24,209846,Business,97972.0,4541.0,19621.0,Mutual Fund,2022-10-24,MATCH,0.0,0.0,both
300276,207985,Savings,61245,679.0,30515,Recurring Deposit,2024-01-05,207985,Savings,61245.0,679.0,30515.0,Recurring Deposit,2024-01-05,MATCH,0.0,0.0,both
300277,205875,Business,49239,959.0,48502,Mutual Fund,2022-12-31,205875,Business,49239.0,959.0,48502.0,Mutual Fund,2022-12-31,MATCH,0.0,0.0,both
300278,207280,Savings,27009,1534.0,49591,Fixed Deposit,2023-05-27,207280,Savings,27009.0,1534.0,49591.0,Fixed Deposit,2023-05-27,MATCH,0.0,0.0,both
300279,203030,Current,95802,3030.0,32503,Mutual Fund,2024-03-08,203030,Current,95802.0,3030.0,32503.0,Mutual Fund,2024-03-08,MATCH,0.0,0.0,both
300280,200675,Savings,53445,2474.0,8067,Fixed Deposit,2023-04-13,200675,Savings,53445.0,2474.0,8067.0,Fixed Deposit,2023-04-13,MATCH,0.0,0.0,both
300281,200368,Business,74057,1436.0,12909,Mutual Fund,2022-07-16,200368,Business,74057.0,1436.0,12909.0,Mutual Fund,2022-07-16,MATCH,0.0,0.0,both
300282,206770,Savings,13955,4549.0,7938,Recurring Deposit,2024-02-07,206770,Savings,13955.0,4549.0,7938.0,Recurring Deposit,2024-02-07,MATCH,0.0,0.0,both
300283,209395,Business,82660,1114.0,10936,Recurring Deposit,2024-07-22,209395,Business,82660.0,1114.0,10936.0,Recurring Deposit,2024-07-22,MATCH,0.0,0.0,both
300284,203360,Savings,41673,795.0,45938,Recurring Deposit,2022-08-20,203360,Savings,41673.0,795.0,45938.0,Recurring Deposit,2022-08-20,MATCH,0.0,0.0,both
300285,201471,Current,56535,4717.0,30324,Mutual Fund,2022-06-07,201471,Current,56535.0,4717.0,30324.0,Mutual Fund,2022-06-07,MATCH,0.0,0.0,both
300286,205351,Savings,70232,3115.0,42548,Fixed Deposit,2024-12-28,205351,Savings,70232.0,3115.0,42548.0,Fixed Deposit,2024-12-28,MATCH,0.0,0.0,both
300287,201348,Business,83298,4451.0,38191,Mutual Fund,2024-07-07,201348,Business,83298.0,4451.0,38191.0,Mutual Fund,2024-07-07,MATCH,0.0,0.0,both
300288,203016,Current,86135,3850.0,41984,Fixed Deposit,2022-04-12,203016,Current,86135.0,3850.0,41984.0,Fixed Deposit,2022-04-12,MATCH,0.0,0.0,both
300289,200669,Savings,95127,3914.0,25187,Recurring Deposit,2022-08-12,200669,Savings,95127.0,3914.0,25187.0,Recurring Deposit,2022-08-12,MATCH,0.0,0.0,both
300290,205727,Current,87258,4980.0,15890,Recurring Deposit,2023-03-23,205727,Current,87258.0,4980.0,15890.0,Recurring Deposit,2023-03-23,MATCH,0.0,0.0,both
300291,201254,Business,44487,4277.0,16659,Mutual Fund,2022-12-04,201254,Business,44487.0,4277.0,16659.0,Mutual Fund,2022-12-04,MATCH,0.0,0.0,both
300292,202008,Current,70456,1349.0,3003,Fixed Deposit,2023-12-12,202008,Current,70456.0,1349.0,3003.0,Fixed Deposit,2023-12-12,MATCH,0.0,0.0,both
300293,200826,Business,18099,1094.0,40379,Fixed Deposit,2024-04-13,200826,Business,18099.0,1094.0,40379.0,Fixed Deposit,2024-04-13,MATCH,0.0,0.0,both
300294,202311,Savings,14323,1446.0,17681,Fixed Deposit,2024-04-06,202311,Savings,14323.0,1446.0,17681.0,Fixed Deposit,2024-04-06,MATCH,0.0,0.0,both
300295,208641,Business,4641,943.0,30594,Mutual Fund,2023-02-16,208641,Business,4641.0,943.0,30594.0,Mutual Fund,2023-02-16,MATCH,0.0,0.0,both
300296,208740,Business,24334,775.0,20087,Fixed Deposit,2023-12-03,208740,Business,24334.0,775.0,20087.0,Fixed Deposit,2023-12-03,MATCH,0.0,0.0,both
300297,201634,Business,22253,262.0,7519,Mutual Fund,2022-06-20,201634,Business,22253.0,262.0,7519.0,Mutual Fund,2022-06-20,MATCH,0.0,0.0,both
